FunctionalArea,RoleID,RoleName,Lvl,CourseNo,LMSCode,CourseTitle,DeliveryMethod,CourseID,DurationHours,DurationLonghand
Financial Management,FM.13,GM Budget User Unreleased,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.14,GM Budget User Released,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.14,GM Budget User Released,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.14,GM Budget User Released,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.14,GM Budget User Released,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.14,GM Budget User Released,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.14,GM Budget User Released,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.14,GM Budget User Released,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.14,GM Budget User Released,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.14,GM Budget User Released,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.14,GM Budget User Released,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.15,GM Budget Approver Unreleased,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.15,GM Budget Approver Unreleased,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.15,GM Budget Approver Unreleased,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.15,GM Budget Approver Unreleased,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.15,GM Budget Approver Unreleased,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.15,GM Budget Approver Unreleased,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.15,GM Budget Approver Unreleased,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.15,GM Budget Approver Unreleased,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.15,GM Budget Approver Unreleased,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.15,GM Budget Approver Unreleased,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.16,GM Budget Approver Released,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.16,GM Budget Approver Released,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.16,GM Budget Approver Released,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.16,GM Budget Approver Released,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.16,GM Budget Approver Released,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.16,GM Budget Approver Released,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.16,GM Budget Approver Released,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.16,GM Budget Approver Released,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.16,GM Budget Approver Released,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.16,GM Budget Approver Released,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Manager Self Service,MS.03,Time Manager Self Service,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Manager Self Service,MS.03,Time Manager Self Service,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Manager Self Service,MS.03,Time Manager Self Service,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Manager Self Service,MS.03,Time Manager Self Service,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Manager Self Service,MS.03,Time Manager Self Service,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Manager Self Service,MS.03,Time Manager Self Service,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.01,OM Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.01,OM Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Organizational Management,OM.01,OM Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Organizational Management,OM.01,OM Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Organizational Management,OM.01,OM Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Organizational Management,OM.01,OM Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.01,OM Administrator,3,3134,LMS-1728,Umoja Organizational Management for OM Administrators,ILT,OM3134,7,1 day
Organizational Management,OM.02,OM Budget Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.02,OM Budget Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Organizational Management,OM.02,OM Budget Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Organizational Management,OM.02,OM Budget Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Organizational Management,OM.02,OM Budget Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Organizational Management,OM.02,OM Budget Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.02,OM Budget Administrator,3,3134,LMS-1728,Umoja Organizational Management for OM Administrators,ILT,OM3134,7,1 day
Organizational Management,OM.02,OM Budget Administrator,3,3135,LMS-1729,Umoja Organizational Management for Central Budget Staff,ILT,OM3135,7,1 day
Organizational Management,OM.03,OM Job Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.03,OM Job Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Organizational Management,OM.03,OM Job Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Organizational Management,OM.03,OM Job Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Organizational Management,OM.03,OM Job Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Organizational Management,OM.03,OM Job Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.03,OM Job Administrator,3,3134,LMS-1728,Umoja Organizational Management for OM Administrators,ILT,OM3134,7,1 day
Organizational Management,OM.03,OM Job Administrator,3,3135,LMS-1729,Umoja Organizational Management for Central Budget Staff,ILT,OM3135,7,1 day
Organizational Management,OM.04,OM Budget Super Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.04,OM Budget Super Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Organizational Management,OM.04,OM Budget Super Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Organizational Management,OM.04,OM Budget Super Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Organizational Management,OM.04,OM Budget Super Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Organizational Management,OM.04,OM Budget Super Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.04,OM Budget Super Administrator,3,3134,LMS-1728,Umoja Organizational Management for OM Administrators,ILT,OM3134,7,1 day
Organizational Management,OM.04,OM Budget Super Administrator,3,3135,LMS-1729,Umoja Organizational Management for Central Budget Staff,ILT,OM3135,7,1 day
Organizational Management,OM.05,OM Display All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.06,OM Reports All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.07,OM Certifying officer,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Organizational Management,OM.07,OM Certifying officer,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Organizational Management,OM.07,OM Certifying officer,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Organizational Management,OM.07,OM Certifying officer,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Organizational Management,OM.07,OM Certifying officer,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Organizational Management,OM.07,OM Certifying officer,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Organizational Management,OM.07,OM Certifying officer,3,3134,LMS-1728,Umoja Organizational Management for OM Administrators,ILT,OM3134,7,1 day
Organizational Management,OM.07,OM Certifying officer,3,3135,LMS-1729,Umoja Organizational Management for Central Budget Staff,ILT,OM3135,7,1 day
Organizational Management,OM.07,OM Certifying officer,3,3136,LMS-1335,Umoja Organizational Management for Job Specialists **,Job Aid,OM3136,2,2 hours
Personnel Administration,PA.01,HR Partner All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.01,HR Partner All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.01,HR Partner All,1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Personnel Administration,PA.01,HR Partner All,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.01,HR Partner All,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.01,HR Partner All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.01,HR Partner All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.01,HR Partner All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.01,HR Partner All,3,392,LMS-1960,HR Partner Course,ILT,HR392,105,3 weeks
Personnel Administration,PA.01,HR Partner All,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.02,HR Partner LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.02,HR Partner LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.02,HR Partner LS,1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Personnel Administration,PA.02,HR Partner LS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.02,HR Partner LS,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.02,HR Partner LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.02,HR Partner LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.02,HR Partner LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.02,HR Partner LS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.02,HR Partner LS,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.03,HR Partner UNV,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.03,HR Partner UNV,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.03,HR Partner UNV,1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Personnel Administration,PA.03,HR Partner UNV,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.03,HR Partner UNV,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.03,HR Partner UNV,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.03,HR Partner UNV,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.03,HR Partner UNV,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.03,HR Partner UNV,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.03,HR Partner UNV,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.04,HR Partner UP,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.04,HR Partner UP,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.04,HR Partner UP,1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Personnel Administration,PA.04,HR Partner UP,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.04,HR Partner UP,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.04,HR Partner UP,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.04,HR Partner UP,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.04,HR Partner UP,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.04,HR Partner UP,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.04,HR Partner UP,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.04,HR Partner UP,3,3145,LMS-1954,Umoja Create Travel Request for Uniformed Personnel **,VILT,TV3145,3.5,.5 day
Personnel Administration,PA.04,HR Partner UP,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.05,HR Partner CIC,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.05,HR Partner CIC,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.05,HR Partner CIC,1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Personnel Administration,PA.05,HR Partner CIC,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.05,HR Partner CIC,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.05,HR Partner CIC,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.05,HR Partner CIC,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.05,HR Partner CIC,3,343,LMS-1531,Umoja Management of Consultants and ICs,ILT,SC343,10.5,1.5 days
Personnel Administration,PA.05,HR Partner CIC,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.08,HR Administrator All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.08,HR Administrator All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.08,HR Administrator All,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.08,HR Administrator All,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.08,HR Administrator All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.08,HR Administrator All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.08,HR Administrator All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.08,HR Administrator All,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.08,HR Administrator All,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.08,HR Administrator All,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.08,HR Administrator All,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.08,HR Administrator All,3,3147,LMS-1999,Umoja Process Expense Report,CBT,TV3147,3.5,.5 day
Personnel Administration,PA.09,HR Administrator LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.09,HR Administrator LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.09,HR Administrator LS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.09,HR Administrator LS,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.09,HR Administrator LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.09,HR Administrator LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.09,HR Administrator LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.09,HR Administrator LS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.09,HR Administrator LS,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.09,HR Administrator LS,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.09,HR Administrator LS,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.09,HR Administrator LS,3,3147,LMS-1999,Umoja Process Expense Report,CBT,TV3147,3.5,.5 day
Personnel Administration,PA.10,HR Administrator NS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.10,HR Administrator NS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.10,HR Administrator NS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.10,HR Administrator NS,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.10,HR Administrator NS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.10,HR Administrator NS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.10,HR Administrator NS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.10,HR Administrator NS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.10,HR Administrator NS,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.10,HR Administrator NS,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.10,HR Administrator NS,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.10,HR Administrator NS,3,3147,LMS-1999,Umoja Process Expense Report,CBT,TV3147,3.5,.5 day
Personnel Administration,PA.11,HR Administrator CIC,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.11,HR Administrator CIC,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.11,HR Administrator CIC,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.11,HR Administrator CIC,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.11,HR Administrator CIC,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.11,HR Administrator CIC,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.11,HR Administrator CIC,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.11,HR Administrator CIC,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.11,HR Administrator CIC,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.11,HR Administrator CIC,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.11,HR Administrator CIC,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.11,HR Administrator CIC,3,3147,LMS-1999,Umoja Process Expense Report,CBT,TV3147,3.5,.5 day
Personnel Administration,PA.12,HR Display All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.12,HR Display All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.12,HR Display All,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.12,HR Display All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.12,HR Display All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.12,HR Display All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.12,HR Display All,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.13,HR Display CIC,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.13,HR Display CIC,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.13,HR Display CIC,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.13,HR Display CIC,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.13,HR Display CIC,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.13,HR Display CIC,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.13,HR Display CIC,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.14,HR Display LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.14,HR Display LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.14,HR Display LS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.14,HR Display LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.14,HR Display LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.14,HR Display LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.14,HR Display LS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.16,HR Display UNV,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.16,HR Display UNV,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.16,HR Display UNV,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.16,HR Display UNV,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.16,HR Display UNV,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.16,HR Display UNV,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.16,HR Display UNV,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.17,HR Display UP,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.17,HR Display UP,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.17,HR Display UP,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.17,HR Display UP,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.17,HR Display UP,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.17,HR Display UP,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
