"LMS-1786","Umoja Integration Pilot: Employees/Managers Self-Service Time Training of Trainers","Umoja Integration Pilot","Inactive","Human Resources Administration","LPET","2017-02-03T13:23:49.160"
"LMS-1782","Umoja Integration Pilot: S/M Request and HR Partner Approval In the Portal. Separation w Break in Service / Reappointment w Break in Service","Umoja Integration Pilot course","Inactive","Human Resources Administration","Umoja Sepr","2017-02-03T13:23:49.160"
"LMS-2143","Umoja Academy Local Process Expert Training in Managing Consultants and Individual Contractors - HR Partner","Umoja Academy Local Process Expert Training in  Managing Consultants and Individual Contractors - HR Partner","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-2148","Umoja Academy A3 Training programme for managers","Umoja Academy A3 Training for ECA Managers","Active",,"UA-A3-I","2017-02-03T13:23:49.160"
"LMS-1568","Umoja Real Estate Portfolio Management","Umoja Real Estate Planning describes the Portfolio Management process and explains the Umoja solution for Portfolio Management. <LMS-1568>","Active","Real Estate","CS325","2017-02-03T13:23:49.160"
"LMS-1569","Umoja Lease Administration Process","Umoja Lease Administration explains the roles, responsibilities, and key elements of Lease Administration in Umoja. <LMS-1569>","Active","Real Estate","CS404","2017-02-03T13:23:49.160"
"LMS-2053","Umoja Local Process Expert Trainer in Source to Acquire","TBD","Active","Source to Acquire","LPET","2017-02-03T13:23:49.160"
"LMS-2165","Umoja Warehouse Management","The purpose of the Warehouse Management course is to explain the Warehouse Management process at UN. <LMS-2165>","Active","Logistics Execution","SC340","2017-02-03T13:23:49.160"
"LMS-2193","Umoja ESS/MSS Focal Point Training","Umoja ESS/MSS Focal Point Training","Active","ESS / MSS","SC394","2017-02-03T13:23:49.160"
"LMS-2245","Umoja Academy Local Process Expert Training for Inspira Administrators","Umoja Academy Local Process Expert Training for Inspira Administrators","Active","Umoja General","LPE","2017-02-03T13:23:49.160"
"LMS-1624","Umoja Security Overview","The purpose of the Umoja Security Overview is to explain the fundamental concepts
and transactions used to control user access to the Umoja system.","Active","Security","SEC 125","2017-02-03T13:23:49.160"
"LMS-1714","Umoja Employee Self Service (ESS) Basic Navigation","Umoja ESS Navigation for Staff Members orients users to the Umoja solution and shows how to navigate through the Employee Self Service (ESS) portal. <LMS-1714>","Active","Umoja Navigation","NV211","2017-02-03T13:23:49.160"
"LMS-2009","Umoja ESS Travel for HR and Time Administrators","Umoja ESS Travel for HR and Time Administrators","Active","ESS / MSS","ESS TV","2017-02-03T13:23:49.160"
"LMS-2010","Umoja Requisitioning for Super Users","Umoja Requisitioning for Super Users","Inactive","Source to Acquire","Umoja Requ","2017-02-03T13:23:49.160"
"LMS-1605","Umoja Business Partner - Bank Data Maintenance","The purpose of the Umoja Business Partner Bank Data Maintenance course is to explain the Business Partner (BP) Creation and Maintenance process for all types of BP’s, focusing specifically on updating and approving Banking Details. <LMS-1605>","Inactive","Umoja Master Data","MD355","2017-02-03T13:23:49.160"
"LMS-1636","Umoja Business Partner - Third Party","The purpose of the Umoja Business Partner – Third Party course is to instruct the user to perform maintenance activities related to Third Party Business Partners, those maintained in Umoja. <LMS-1636>","Inactive","Umoja Master Data","MD347","2017-02-03T13:23:49.160"
"LMS-1960","Umoja HR Partner Course","The HR partner course provides a comprehensive overview of all transactions that the HR partner will need to conduct in Umoja in the areas of personnel administration, entitlements, time, HR and Entitlement travel. <LMS-1960>","Active","Human Resources Administration","PA EN","2017-02-03T13:23:49.160"
"LMS-1996","Umoja Create Official Travel Request","The Create Official Travel Request course reviews how to submit a travel request for approval, and how to manage travel requests. <LMS-1996>","Active","Travel Management","TV3142","2017-02-03T13:23:49.160"
"LMS-2003","Umoja MSS Tutorial on Approving Leave Request","TBD","Active","Tutorials","Tutorial","2017-02-03T13:23:49.160"
"LMS-2007","Umoja Academy Local Process Expert Certification in Financial Accounting - Option B","Umoja Academy LPE  FA Certification - Support Test","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-2012","Umoja ESS Travel for All Staff - UNOG","ESS Travel for all staff members","Active","ESS / MSS","ESS TV","2017-02-03T13:23:49.160"
"LMS-2018","Umoja Local Process Expert in Financial Accounting - Closing","TBD","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-2019","Umoja Local Process Expert in Fixed Asset Management","TBD","Active","Asset Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-2025","Umoja Local Process Expert in Source to Acquire","TBD","Active","Source to Acquire","LPE","2017-02-03T13:23:49.160"
"LMS-2026","Umoja Local Process Expert in Treasury and Cash Management","TBD","Active","Treasury and Cash Management","LPE","2017-02-03T13:23:49.160"
"LMS-2029","Umoja Local Process Expert in Services Delivery","TBD","Active","Services Delivery and Property Management","LPE","2017-02-03T13:23:49.160"
"LMS-2030","Umoja Core Trainer in Financial Accounting","TBD","Active","Financial Accounting","PE","2017-02-03T13:23:49.160"
"LMS-2031","Umoja Core Trainer in Financial Accounting - Closing","TBD","Active","Financial Accounting","PE","2017-02-03T13:23:49.160"
"LMS-2035","Umoja Core Trainer in Human Resource Administration","TBD","Active","Human Resources Administration","PE","2017-02-03T13:23:49.160"
"LMS-2038","Umoja Core Trainer in Real Estate","TBD","Active","Real Estate","PE","2017-02-03T13:23:49.160"
"LMS-2041","Umoja Core Trainer in Travel Management","TBD","Active","Travel Management","PE","2017-02-03T13:23:49.160"
"LMS-2042","Umoja Core Trainer in Treasury and Cash Management","TBD","Active","Treasury and Cash Management","PE","2017-02-03T13:23:49.160"
"LMS-2060","Umoja Local Process Expert Trainer-of-Trainers in Financial Accounting","TBD","Active","Financial Accounting","PE","2017-02-03T13:23:49.160"
"LMS-2145","Umoja Academy Local Process Expert Train-the-Trainer in Services Delivery","Umoja Academy Local Process Expert Train-the-Trainer in Services Delivery","Active","Services Delivery and Property Management","LPET","2017-02-03T13:23:49.160"
"LMS-2173","Umoja Academy Local Process Expert Train-the-Trainer in Organizational Management","Umoja Academy Local Process Expert Train-the-Trainer in Organizational Management","Active","Organizational Management","LPET","2017-02-03T13:23:49.160"
"LMS-2312","Umoja Distance Learning: Solicitations","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Inactive","Source to Acquire","SC402","2017-02-03T13:23:49.160"
"LMS-2314","Umoja for Time Senior Administrators","Umoja for Time Senior Administrators outlines the key roles and responsibilities involved in the role of Time Senior administrator and goes over  the transactions that this role  performs in Umoja.","Active","Human Resources Administration","Time S. Ad","2017-02-03T13:23:49.160"
"LMS-2330","Umoja Local Process Expert Trainer in Business Intelligence","TBD","Active","Business Intelligence","LPET","2017-02-03T13:23:49.160"
"LMS-1910","Travel in UMOJA for OCHA (Web-Ex)","Web-Ex session on Travel in Umoja for OCHA staff","Inactive","Travel Management","Trvl UMOJA","2017-02-03T13:23:49.160"
"LMS-1715","Umoja Organizational Management Overview","Umoja Organizational Management Overview introduces users to a basic understanding of Organizational Management, and identifies the important changes occurring as a result of the Umoja solution. <LMS-1715>","Active","Organizational Management","OM153","2017-02-03T13:23:49.160"
"LMS-1753","Umoja Employee Self-Service (ESS) Travel for Uniformed Personnel Administrators","TBD","Active","Human Resources Administration","Umoja Offi","2017-02-03T13:23:49.160"
"LMS-1888","Umoja Benefits Employee Self Service (ESS) Overview","The purpose of the Umoja ESS Benefits Overview is to explain standard ESS Umoja Benefits module, concepts and terms that are new to the Umoja users. <LMS-1888>","Active","Payroll and Benefits Management","BN3125","2017-02-03T13:23:49.160"
"LMS-1891","Umoja Academy Middle Managers Training","Umoja Academy A2","Active","Umoja General","A2","2017-02-03T13:23:49.160"
"LMS-1789","Umoja Integration Pilot: Temporary Assignment of GS staff with a Temporary Grade/ Secondment/Loan","Umoja Integration Pilot course","Inactive","Human Resources Administration","Umoja Temp","2017-02-03T13:23:49.160"
"LMS-1806","Umoja Academy Local Process Expert Training in Funds and Cost Management","Umoja Academy LPE Training","Active","Funds and Cost Management","LPE","2017-02-03T13:23:49.160"
"LMS-1348","Umoja Services to Public and Staff Overview","Umoja Services to Public & Staff Overview describes and identifies the key roles, responsibilities and highlights the key changes and benefits to Services to Public and Staff. <LMS-1348>","Inactive","Services Delivery and Property Management","CS114","2017-02-03T13:23:49.160"
"LMS-1320","Umoja Requisitioning","Umoja Requisitioning describes the major steps of the Requisitioning process. <LMS-1320>","Active","Source to Acquire","SC318","2017-02-03T13:23:49.160"
"LMS-1759","Umoja Integration Pilot: Organizational Management Processes","TBD","Inactive","Organizational Management","Umoja Orga","2017-02-03T13:23:49.160"
"LMS-1760","Umoja Integration Pilot:  Employee Self-Service (ESS) for Time Administrators","TBD","Inactive","ESS / MSS","Umoja Empl","2017-02-03T13:23:49.160"
"LMS-2274","Umoja Distance Learning: Invoices for Low Value Acquisitions ","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Active","Financial Accounting","Umoja","2017-02-03T13:23:49.160"
"LMS-2447","Umoja Reporting Systems Level 1 (ECC, SRM & BI)","Umoja Reporting Systems Level 1 (ECC, SRM & BI) outlines the functionalities provided in ECC, SRM and BI for Reporting purposes.","Active","Umoja General","Report 1","2017-02-03T13:23:49.160"
"LMS-1326","Umoja Real Estate Management Overview","Umoja Real Estate Management Overview describes the Real Estate Management process within Umoja. This course identifies the key roles and responsibilities, processes, and highlights the key changes and benefits to Real Estate Management. <LMS-1326>","Active","Real Estate","CS109","2017-02-03T13:23:49.160"
"LMS-1929","Umoja Material Master Data Overview","Umoja Material Master Overview explains the material Master and its various components, as well as the importance of the Material Master in the requisitioning process. <LMS-1929>","Active","Source to Acquire","MD126","2017-02-03T13:23:49.160"
"LMS-2196","Umoja Distance Learning: Services Delivery Including Property Management","This course covers how various Property Management transactions fit into the overall Services Delivery model in Umoja. <LMS-2196>.","Active","Services Delivery and Property Management","SD401","2017-02-03T13:23:49.160"
"LMS-1737","Umoja Travel Overview","Umoja Travel Overview orients users to the Travel Portal functionality and navigation. <LMS-1737>","Active","Travel Management","TV155","2017-02-03T13:23:49.160"
"LMS-1751","Umoja Integration Pilot:  Travel for HR Partner (Approval Role)","TBD","Inactive","Human Resources Administration","Umoja Trav","2017-02-03T13:23:49.160"
"LMS-1768","Umoja Integration Pilot: ESS HR Transactions","Dependency Benefits, Rental Subsidy Education Grant Claim, Personal Data","Inactive","ESS / MSS","Umoja ESS","2017-02-03T13:23:49.160"
"LMS-1795","Umoja Academy Local Process Expert Training in Financial Accounting, Nairobi, Kenya","TBD","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1308","Umoja Cost and Management Accounting Process","Umoja Cost and Management Accounting Process describes how to enter, view and reverse an activity allocation and a manual cost allocation. <LMS-1308>","Active","Funds and Cost Management","FI314","2017-02-03T13:23:49.160"
"LMS-1330","Umoja Accounts Receivable Process","Umoja Accounts Receivable Process introduces the business process associated with the Accounts Receivable process and how the Umoja solution will support this process. 
<LMS-1330>","Active","Financial Accounting","FI330","2017-02-03T13:23:49.160"
"LMS-1957","Umoja Processing and Approving Travel Requests","Umoja Approving Travel Requests outlines how to process requests for Official Business Travel, Entitlements (Home Leave, Family visit, Education Grant, R&R),  HR Travel and Group Travel. <LMS-1957>","Active","Travel Management","TV3148","2017-02-03T13:23:49.160"
"LMS-2294","Umoja Local Process Expert Trainer in Extension 1 Financial Accounting Integration","Umoja Local Process Expert Trainer in Extension 1 Financial Accounting Integration","Active","Financial Accounting","LPET","2017-02-03T13:23:49.160"
"LMS-2271","Umoja Distance Learning: Low Value Acquisitions","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor. <LMS-2271>","Active","Source to Acquire","UMOJA","2017-02-03T13:23:49.160"
"LMS-2017","Umoja Local Process Expert in Financial Accounting","TBD","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-2020","Umoja Local Process Expert in Funds and Cost Management","TBD","Active","Funds and Cost Management","LPE","2017-02-03T13:23:49.160"
"LMS-2027","Umoja Local Process Expert in Travel Management","TBD","Active","Travel Management","LPE","2017-02-03T13:23:49.160"
"LMS-2061","Umoja Local Process Expert Trainer-of-Trainers in Financial Accounting - Closing","TBD","Active","Financial Accounting","PE","2017-02-03T13:23:49.160"
"LMS-2064","Umoja Local Process Expert Trainer-of-Trainers in Grants and Project Management","TBD","Active","Grants and Project Management","PE","2017-02-03T13:23:49.160"
"LMS-1992","Umoja ESS Travel for All Staff","ESS Travel","Active","ESS / MSS","ESS TV","2017-02-03T13:23:49.160"
"LMS-1993","Umoja ESS HR for All Staff","ESS HR < LMS-1993 >","Active","ESS / MSS","HR","2017-02-03T13:23:49.160"
"LMS-1995","Umoja Academy ICT Introduction to Umoja","Umoja Academy ICT Introduction to Umoja","Active","Umoja General","A3","2017-02-03T13:23:49.160"
"LMS-2047","Umoja Local Process Expert Trainer in Grants and Project Management ","TBD","Active","Grants and Project Management","LPET","2017-02-03T13:23:49.160"
"LMS-2054","Umoja Local Process Expert Trainer in Treasury and Cash Management ","TBD","Active","Treasury and Cash Management","LPET","2017-02-03T13:23:49.160"
"LMS-2078","Umoja Process Expert in Facilities and Fixed Asset Management ","TBD","Active","Facilities and Fixed Asset Management","PE","2017-02-03T13:23:49.160"
"LMS-2080","Umoja Process Expert in Grants and Project Management","TBD","Active","Grants and Project Management","PE","2017-02-03T13:23:49.160"
"LMS-2084","Umoja Process Expert in Real Estate","TBD","Active","Real Estate","PE","2017-02-03T13:23:49.160"
"LMS-2097","Umoja Process Expert in Master Data Management","TBD","Active","Master Data Management","PE","2017-02-03T13:23:49.160"
"LMS-2154","Umoja ESS/MSS Focal Point Training (TTT) ECA","Umoja ESS/MSS Focal Point Training in ECA","Active",,"ESS-MSS","2017-02-03T13:23:49.160"
"LMS-2141","Umoja Academy Local Process Expert Train-the-Trainer in Managing Consultants and Individual Contractors - HR Partner","Umoja Academy Local Process Expert Train-the-Trainer in Managing Consultants and Individual Contractors - HR Partner","Active","Human Resources Administration","LPET","2017-02-03T13:23:49.160"
"LMS-2168","Umoja ESS for Travel Management","This course was created as the Instructor Lead Training equivalent for Umoja Create Official Travel Request, Umoja Create HR and Entitlement Travel Request, Umoja Create Shipment Request of Personal Items, and Umoja Process Expense Report. <LMS-2168>","Active","Travel Management","TV 3151","2017-02-03T13:23:49.160"
"LMS-2178","Umoja Requisitioning Distance Learning Pilot","Umoja Distance Learning Pilot","Inactive","Source to Acquire","SD 400","2017-02-03T13:23:49.160"
"LMS-2183","Umoja Travel Administrator","Umoja Travel Administrator","Active","Travel Management","TV Admin","2017-02-03T13:23:49.160"
"LMS-2209","Umoja Local Process Expert in Extension 1 Financial Accounting Integration","Umoja Local Process Expert in Extension 1 Financial Accounting Integration","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1783","Umoja Integration Project: Contract Renewal / Extensions /Within Grade Increments /Language Allowance /Conversion to Continuing Contract /Discontinue of Dependency Allowance / Safe Driver Bonus","Umoja Integration Pilot","Inactive","Human Resources Administration","Cntr Ext","2017-02-03T13:23:49.160"
"LMS-1839","JOINT UMOJA AND IPSAS FINANCIAL STATEMENTS PREPARATION WORKSHOP FOR SPECIAL POLITICAL MISSIONS","To facilitate preparations for the first IPSAS-compliant financial statements as at 31 December 2014","Active","Conference Management","JOINT UMOJ","2017-02-03T13:23:49.160"
"LMS-1890","Umoja Academy Senior Leaders Training","Umoja Academy A1","Active","Umoja General","A1","2017-02-03T13:23:49.160"
"LMS-1898","Umoja Academy First Level Managers Training - General Session","Umoja Academy - General","Active","Umoja General","A3","2017-02-03T13:23:49.160"
"LMS-2384","Umoja Process Expert in Managing Consultants and Individual Contractors - HR Partner","Process Expert","Active","Human Resources Administration","PE","2017-02-03T13:23:49.160"
"LMS-1767","Umoja Integration Pilot: Attendance Recording and ECC Time Transactions","Paternity Leave, Danger Pay and MSA","Inactive","Human Resources Administration","Umoja Atte","2017-02-03T13:23:49.160"
"LMS-1899","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Fixed Asset Management","Umoja Academy A3 - Fixed Asset Management","Active","Asset Accounting","A3","2017-02-03T13:23:49.160"
"LMS-1901","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Human Resources Administration","Umoja Academy A3 - Human Resources","Active","Human Resources Administration","A3","2017-02-03T13:23:49.160"
"LMS-1902","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Travel Management","Umoja Academy A3 - Travel Management","Active","Travel Management","A3","2017-02-03T13:23:49.160"
"LMS-1916","Umoja Grants Management - Framework II ToT","Umoja Grants Management - Framework II Train the Trainer ILT","Inactive","Grants and Project Management","LPET","2017-02-03T13:23:49.160"
"LMS-1930","Umoja Payroll Overview","Umoja Payroll Overview introduces a basic outline of end-to-end Payroll processes and Payroll reporting functionality.","Inactive","Payroll and Benefits Management","PY 154","2017-02-03T13:23:49.160"
"LMS-1940","Umoja Equipment Transfer","The Umoja Equipment Transfer course lists the key roles and responsibilities in the Decommission and Disposal process.
<LMS-1940>","Inactive","Logistics Execution","SC360","2017-02-03T13:23:49.160"
"LMS-1958","Umoja Ticket Billing and Reconciliation","Umoja Ticket Billing & Reconciliation defines how to process payment in connection with travel, receiving, upload, validation and post payment. <LMS-1958>","Active","Travel Management","TV3149","2017-02-03T13:23:49.160"
"LMS-1966","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Source to Acquire","Umoja Academy A3 - Source to Acquire","Active","Source to Acquire","A3","2017-02-03T13:23:49.160"
"LMS-1969","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Services Delivery","Umoja Academy A3 Services Delivery","Active","Services Delivery and Property Management","A3","2017-02-03T13:23:49.160"
"LMS-1984","Umoja ESS/MSS Course for Focal Points (Time, Dependency and Rental)","TBD","Active","ESS / MSS","ESS/MSS FP","2017-02-03T13:23:49.160"
"LMS-1985","Umoja Travel LPE Focal Point ToT","TBD","Inactive","Travel Management","LPET","2017-02-03T13:23:49.160"
"LMS-1729","Umoja Organizational Management for Central Budget Staff","Umoja Organizational Management for Central Budget Staff examines the departmental and organizational impacts of Organizational Management budget responsibilities.","Active","Organizational Management","OM3135","2017-02-03T13:23:49.160"
"LMS-1762","Umoja Integration Pilot HR Overview","tbd","Inactive","Human Resources Administration","Umoja HR T","2017-02-03T13:23:49.160"
"LMS-1773","Umoja Integration Pilot:  Employee Self-Service (ESS) - Enter Travel Request in ESS","TBD","Inactive","ESS / MSS","Umoja Empl","2017-02-03T13:23:49.160"
"LMS-1788","Test Course Training","Description of the Course <LMS-1788>","Active",,"Test-Cours","2017-02-03T13:23:49.160"
"LMS-2111","Umoja Academy Local Process Expert Training in Grants and Project Management","Umoja Academy Local Process Expert Training in Grants and Project Management","Inactive","Grants and Project Management","LPE","2017-02-03T13:23:49.160"
"LMS-1732","Umoja Medical and Life Insurance Administration","Umoja Medical and Life Insurance Administration outlines instructions on how to process Annual Insurance Enrolment, ASHI and ASLI Data Administration and enrolment, and  how to create HR mini master with only benefit related infotypes. 
<LMS-1732>","Active","Payroll and Benefits Management","BN3126","2017-02-03T13:23:49.160"
"LMS-1722","Umoja Appointment FT / Temp Assignment (Different DS)","Umoja Appointment FT / Temp Assignment (Diffenent DS) including Entitlements for HR Partner ALL","Inactive","Human Resources Administration","Appoint FT","2017-02-03T13:23:49.160"
"LMS-1355","Umoja SRM Navigation","Umoja SRM Navigation introduces the features and benefits of the Umoja Supplier Relationship Management (SRM) portal.  It lists the different Procurement process activities for which Umoja (SRM) is being implemented. <LMS-1355>","Active","Umoja Navigation","NV202","2017-02-03T13:23:49.160"
"LMS-1947","Umoja Bank Reconciliation","The purpose of the Umoja Bank Reconciliation course is to provide step- by -step guidance on how to process uncleared transaction items. <LMS-1947>","Active","Financial Accounting","FI371","2017-02-03T13:23:49.160"
"LMS-2272","Umoja Distance Learning: Inbound Deliveries and Goods Receipt","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Active","Logistics Execution","UMOJA","2017-02-03T13:23:49.160"
"LMS-2103","Umoja HR LPE training (DFS)","Deliver training in Umoja Extension 1 HR Partner All role for the administration of DPKO-DFS and DPA field operations international staff, including appointments, assignments, on-boarding, separation, time management, organization management and related","Pending","Management and Operations Support","UmojaHRLPE","2017-02-03T13:23:49.160"
"LMS-1303","Umoja Budget Distribution","Umoja Budget Distribution introduces the business process associated with Budget Processing and how the Umoja solution will support this process. <LMS-1303>","Active","Funds and Cost Management","FI309","2017-02-03T13:23:49.160"
"LMS-1519","Umoja Business Partner - Individual Maintenance","The purpose of the Umoja Business Partner – Individual Maintenance course is to instruct the user to perform maintenance activities related to Business Partner (Individual) in Umoja. <LMS-1519>","Inactive","Master Data Management","MD345","2017-02-03T13:23:49.160"
"LMS-2104","Umoja HR LPE training","Deliver training in Umoja Extension 1 HR Partner All role for the administration of DPKO-DFS and DPA field operations international staff.","Pending",,"UmojaHRLPE","2017-02-03T13:23:49.160"
"LMS-1345","Umoja Procurement Overview","The course introduces the different types of Master Data relevant for the Procurement process and the impact of Umoja SRM on all Procurement processes.  It details the major changes to the Solicitations and Contracts processes. <LMS-1345>","Active","Source to Acquire","SC111","2017-02-03T13:23:49.160"
"LMS-1352","Umoja Asset Accounting Overview","This course defines the high-level process, roles within the process and the interactions between the Asset Accounting process and other business areas within Umoja.  It illustrates the lifetime of an asset. <LMS-1352>","Active","Financial Accounting","FI118","2017-02-03T13:23:49.160"
