CDOMAIN,CDOMAINDESCR,CLMS,CDESCRIPTION,CLOCATION,CDATE,NOOFPARTICIPANTS
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,10/10/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,11/10/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,12/10/2016,18
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,13/10/2016,49
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,16/10/2016,40
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,17/10/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,18/10/2016,41
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,19/10/2016,28
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,20/10/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,23/10/2016,49
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,25/10/2016,58
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,26/10/2016,79
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,27/10/2016,51
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,30/10/2016,56
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,31/10/2016,69
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,01/11/2016,27
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,02/11/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,06/11/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,08/11/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,09/11/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,15/11/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNAMID,11/01/2017,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,09/10/2015,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,13/06/2016,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,14/06/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,15/06/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,16/06/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,20/06/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,21/06/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,22/06/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,23/06/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,28/06/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNDOF,12/07/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNFICYP,30/10/2015,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,06/10/2015,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,28/10/2015,1
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,06/06/2016,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,08/06/2016,21
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,10/06/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,13/06/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,15/06/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,17/06/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,20/06/2016,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,22/06/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,24/06/2016,18
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,29/06/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,01/07/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,05/07/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,06/07/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,11/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,13/07/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,15/07/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,14/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,16/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,29/09/2016,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,30/09/2016,21
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNGSC,11/10/2016,1
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,12/10/2015,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,13/10/2015,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,15/10/2015,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,05/11/2015,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,07/06/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,09/06/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,14/06/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,15/06/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,16/06/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,21/06/2016,21
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,22/06/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,23/06/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,28/06/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,29/06/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,30/06/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,07/07/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,12/07/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,14/07/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,15/07/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,19/07/2016,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,20/07/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,21/07/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,27/07/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,28/07/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,04/08/2016,18
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,11/08/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,18/08/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,25/08/2016,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,01/09/2016,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,06/09/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,08/09/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,13/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,15/09/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,20/09/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,21/09/2016,21
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,22/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,23/09/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,27/09/2016,1
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,28/09/2016,27
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,29/09/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,11/10/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIFIL,21/10/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,05/10/2015,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,18/11/2015,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,19/11/2015,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,20/11/2015,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,23/11/2015,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,20/06/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,23/06/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,24/06/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,27/06/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,28/06/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNIOGBIS,29/06/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,02/10/2015,3
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,20/07/2016,25
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,25/07/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,01/08/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,10/08/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNISFA,25/08/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,12/10/2015,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,17/06/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,28/06/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,30/06/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,06/07/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,07/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,12/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,13/07/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,14/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,19/07/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,20/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,27/07/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,01/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,04/08/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,10/08/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,11/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,15/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,17/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,30/08/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,01/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,13/09/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIK,19/10/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,01/02/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,05/07/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,07/07/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,08/07/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,11/07/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,12/07/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,14/07/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,15/07/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,19/07/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,21/07/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,04/08/2016,37
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,08/08/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,09/08/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,10/08/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,11/08/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,16/08/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,18/08/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,23/08/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,24/08/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,25/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,26/08/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,29/08/2016,1
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,30/08/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,01/09/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,05/09/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,06/09/2016,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,07/09/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,08/09/2016,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,09/09/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,14/09/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,15/09/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,20/09/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,29/09/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,30/09/2016,57
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,04/10/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,06/10/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,11/10/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,13/10/2016,45
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMIL,24/10/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,09/10/2015,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,13/10/2015,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,19/10/2015,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,20/10/2015,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,28/10/2015,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,17/05/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,18/05/2016,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,20/05/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,23/05/2016,41
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,24/05/2016,42
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,25/05/2016,44
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,26/05/2016,34
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,27/05/2016,27
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,30/05/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,31/05/2016,32
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,01/06/2016,38
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,02/06/2016,32
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,03/06/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,06/06/2016,43
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,07/06/2016,33
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,08/06/2016,46
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,09/06/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,10/06/2016,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,13/06/2016,64
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,14/06/2016,25
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,15/06/2016,25
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,16/06/2016,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,17/06/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,20/06/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,21/06/2016,19
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,22/06/2016,17
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,23/06/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,24/06/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,27/06/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,28/06/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,29/06/2016,14
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,30/06/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,01/07/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,04/07/2016,4
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,05/07/2016,9
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,08/07/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,15/08/2016,2
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,17/08/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,18/08/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,19/08/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,23/08/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,24/08/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,30/08/2016,16
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,31/08/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,01/09/2016,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,06/09/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,07/09/2016,12
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,08/09/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,14/09/2016,33
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,15/09/2016,20
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,20/09/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,21/09/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,22/09/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,28/09/2016,26
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,29/09/2016,24
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,04/10/2016,24
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,05/10/2016,15
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,06/10/2016,26
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,11/10/2016,13
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,18/10/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,20/10/2016,29
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,21/10/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,24/10/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMISS,25/10/2016,34
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,13/10/2015,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,30/05/2016,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,31/05/2016,6
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,01/06/2016,5
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,08/06/2016,23
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,15/06/2016,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNMOGIP,28/06/2016,7
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCA,13/09/2016,18
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,11/10/2015,22
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,23/10/2015,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,03/11/2015,8
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,04/11/2015,11
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,10/11/2015,10
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOCI,03/03/2016,37
HR,Human Resources Administration,LMS-2193,Umoja ESS/MSS Focal Point Training,UNOV,21/10/2015,20
