Activity,Employee Index Number
LMS-2244-297,978561
LMS-2244-297,361805
LMS-2244-297,460674
LMS-2244-297,540867
LMS-2244-297,989550
LMS-2193-295,835369
LMS-2193-295,727805
LMS-2193-295,331581
LMS-2193-295,211614
LMS-2193-295,614278
LMS-2193-295,525441
LMS-2193-295,
LMS-2244-304,931818
LMS-2244-304,574995
LMS-2244-304,625612
LMS-2244-304,28557
LMS-2244-304,727805
LMS-2244-304,153735
LMS-2244-304,331581
LMS-2244-304,256777
LMS-2244-304,
LMS-2244-304,614278
LMS-2001-1,496604
LMS-2002-1,275377
LMS-1529-210,341645
LMS-1529-210,480080
LMS-1529-210,936587
LMS-1344-3,658710
LMS-1327-40,658710
LMS-1355-2,765047
LMS-1289-3,814844
LMS-1344-3,10024833
LMS-2244-188,978582
LMS-2244-188,389609
LMS-2244-188,508650
LMS-2244-188,338209
LMS-1336-2,564726
LMS-2168-15,124327
LMS-2168-15,426463
LMS-2168-15,992343
LMS-1354-3,564726
LMS-1349-2,10022398
LMS-1356-2,951842
LMS-1354-3,195736
LMS-1728-28,760885
LMS-1728-28,751425
LMS-1729-25,495115
LMS-1729-25,
LMS-2073-51,87817
LMS-2073-51,468731
LMS-2073-51,786707
LMS-2073-51,583492
LMS-2073-51,526783
LMS-1715-2,227703
LMS-1714-3,227703
LMS-1714-3,732069
LMS-2193-169,990242
LMS-2193-169,136120
LMS-2193-169,181058
LMS-2193-169,664865
LMS-2193-169,842056
LMS-2193-169,910519
LMS-1529-201,296723
LMS-1529-201,83947
LMS-1996-7,236179
LMS-1737-5,236179
LMS-1355-2,353330
LMS-1737-5,411357
LMS-1306-84,935547
LMS-1306-84,246170
LMS-1306-84,584134
LMS-1306-84,303887
LMS-1571-74,254693
LMS-1571-74,935547
LMS-1571-74,438208
LMS-1571-74,246170
LMS-1570-1,951842
LMS-1335-6,343828
LMS-1737-5,784571
LMS-1349-2,755262
LMS-1570-1,353330
LMS-1339-2,755262
LMS-2002-1,227703
LMS-1529-203,240811
LMS-1529-203,180713
LMS-1529-203,987420
LMS-1529-203,10004571
LMS-1339-2,615487
LMS-1715-2,10006622
LMS-1338-2,142452
LMS-1998-3,82423
LMS-1715-2,10007351
LMS-2168-136,145809
LMS-2168-136,987504
LMS-2168-136,767784
LMS-2168-136,252172
LMS-2003-1,257998
LMS-1347-2,372311
LMS-1888-8,584216
LMS-1715-2,383104
LMS-1336-2,898641
LMS-1354-3,583267
LMS-1335-6,351461
LMS-1355-2,10007291
LMS-1306-83,894950
LMS-1306-83,459505
LMS-1306-83,324706
LMS-1571-73,894950
LMS-1571-73,459505
LMS-1571-73,762028
LMS-1571-73,226767
LMS-1571-73,997875
LMS-1571-73,945349
LMS-1888-8,10007291
LMS-1737-5,441959
LMS-2244-72,32108
LMS-2244-72,730808
LMS-2244-72,797313
LMS-1347-2,924214
LMS-1931-57,894950
LMS-1931-57,226767
LMS-1307-77,526740
LMS-1307-77,559600
LMS-1307-77,459505
LMS-1307-77,997875
LMS-2193-178,951851
LMS-2193-178,294189
LMS-2193-178,214603
LMS-2193-178,852400
LMS-1931-58,935547
LMS-2244-112,567264
LMS-2244-112,746640
LMS-1998-3,383104
LMS-1997-3,383104
LMS-1327-40,383104
LMS-1957-129,146641
LMS-1327-40,471801
LMS-1957-136,475529
LMS-1345-2,471801
LMS-1345-2,10006873
LMS-2244-149,552549
LMS-2244-149,540373
LMS-2244-147,678282
LMS-2244-146,113462
LMS-1957-137,25609
LMS-1344-3,418289
LMS-1349-2,10006754
LMS-2193-180,670218
LMS-2193-180,229552
LMS-2193-180,803116
LMS-2244-113,265569
LMS-1732-1,952786
LMS-1998-3,10007260
LMS-2244-114,429724
LMS-2244-114,1472
LMS-2244-114,957634
LMS-1354-3,10010733
LMS-2244-114,700970
LMS-2244-114,84023
LMS-2244-114,795918
LMS-2244-115,665172
LMS-2244-151,495161
LMS-2244-151,720347
LMS-2244-151,884452
LMS-2244-151,744711
LMS-1338-2,411144
LMS-2000-1,203856
LMS-2244-105,281626
LMS-1998-3,207680
LMS-2244-126,350102
LMS-2244-126,234882
LMS-2244-126,150762
LMS-2244-126,867117
LMS-1323-109,788852
LMS-2244-127,347431
LMS-2244-127,559416
LMS-2244-127,232788
LMS-2244-127,736968
LMS-2244-127,750804
LMS-2244-127,839834
LMS-2244-127,492718
LMS-2244-127,178491
LMS-2244-127,175861
LMS-2244-107,244716
LMS-2244-107,278598
LMS-2244-107,886938
LMS-1957-113,947569
LMS-2244-116,345496
LMS-2244-116,733115
LMS-1443-4,978352
LMS-2244-117,221701
LMS-2244-117,416565
LMS-2244-117,146600
LMS-1356-2,348039
LMS-2244-118,228048
LMS-2244-118,57651
LMS-2244-119,371500
LMS-1714-3,348039
LMS-2244-120,213849
LMS-2244-120,664993
LMS-1355-2,348039
LMS-1888-8,219455
LMS-2193-181,881753
LMS-2001-1,72247
LMS-1487-32,557926
LMS-1714-3,995536
LMS-2001-1,151335
LMS-1737-3,995536
LMS-1888-8,836477
LMS-1999-3,355748
LMS-1745-2,810534
LMS-1737-5,557655
LMS-2193-329,710635
LMS-2193-329,8647
LMS-2193-329,15231
LMS-1999-3,10023285
LMS-1888-8,290726
LMS-1714-3,333864
LMS-1714-3,613739
LMS-1888-8,831323
LMS-1714-3,613496
LMS-1745-2,17330
LMS-1356-2,55922
LMS-1888-8,507809
LMS-1888-8,826430
LMS-1888-8,502688
LMS-2001-1,662420
LMS-1336-2,757190
LMS-1356-2,757190
LMS-1714-3,757190
LMS-2168-242,546329
LMS-1957-190,69062
LMS-1957-190,433589
LMS-1957-190,139406
LMS-1957-190,740586
LMS-1888-8,291728
LMS-1624-2,
LMS-1344-3,892288
LMS-1929-2,892288
LMS-1355-2,128623
LMS-1336-2,
LMS-1355-2,
LMS-1326-4,593513
LMS-2001-1,52198
LMS-2001-1,900884
LMS-1714-3,709062
LMS-1888-8,709062
LMS-1355-2,683986
LMS-1714-3,729141
LMS-2002-1,261976
LMS-1888-8,729141
LMS-1737-5,854602
LMS-1335-6,964410
LMS-1888-8,43561
LMS-1714-3,838887
LMS-2000-1,838887
LMS-2002-1,838887
LMS-1888-8,633662
LMS-1356-2,841455
LMS-1714-3,502688
LMS-1354-3,10032883
LMS-2000-1,366558
LMS-2001-1,366558
LMS-2002-1,393098
LMS-1888-8,100665
LMS-2000-1,100665
LMS-1714-3,598722
LMS-1336-2,964410
LMS-1715-2,334747
LMS-1745-2,389316
LMS-1888-8,235228
LMS-1714-3,235228
LMS-1714-3,358486
LMS-1888-8,358486
LMS-1888-8,687755
LMS-2000-1,734453
LMS-1737-5,502681
LMS-1888-8,254972
LMS-1714-3,829728
LMS-2000-1,914845
LMS-2001-1,914845
LMS-2000-1,556239
LMS-2001-1,556239
LMS-2244-340,631652
LMS-2244-340,605501
LMS-2244-340,111629
LMS-2244-341,349828
LMS-2244-341,899069
LMS-2244-348,203398
LMS-2244-348,362753
LMS-2244-348,397580
LMS-2002-1,556239
LMS-1336-2,488157
LMS-1737-5,556239
LMS-1996-7,556239
LMS-1999-3,556239
LMS-2168-243,416905
LMS-2168-243,81026
LMS-1737-5,488157
LMS-1349-2,
LMS-1347-2,
LMS-1338-2,
LMS-1443-4,873256
LMS-2193-342,92783
LMS-2193-342,881503
LMS-2193-337,401667
LMS-2193-337,271477
LMS-2193-337,124033
LMS-1336-2,824071
LMS-1335-6,205629
LMS-1354-3,824071
LMS-1737-5,205629
LMS-1347-2,10028660
LMS-1888-8,337412
LMS-1737-5,337412
LMS-1737-5,10006873
LMS-2241-9,158903
LMS-1355-2,703197
LMS-1998-3,923817
LMS-1929-2,10006873
LMS-1349-2,864483
LMS-1346-2,846675
LMS-1737-5,911413
LMS-1714-3,385134
LMS-1775-3,446462
LMS-1320-369,934631
LMS-1320-369,433211
LMS-1320-369,542188
LMS-1715-2,606713
LMS-1335-6,232253
LMS-1354-3,232253
LMS-1997-3,232253
LMS-1715-2,232253
LMS-2002-1,234657
LMS-2193-228,611721
LMS-2193-228,879449
LMS-2193-228,693746
LMS-2193-228,468111
LMS-2193-228,296946
LMS-2193-228,395268
LMS-2193-228,756440
LMS-2193-228,502212
LMS-2193-228,610192
LMS-2193-228,
LMS-2193-228,531959
LMS-2342-4,389627
LMS-2342-4,446282
LMS-2342-4,336714
LMS-2342-4,534400
LMS-2342-4,667560
LMS-2342-4,32583
LMS-2342-4,345330
LMS-2342-4,870051
LMS-2342-5,806815
LMS-2342-5,995234
LMS-2342-5,750467
LMS-2342-5,839138
LMS-2342-5,750599
LMS-2342-5,857266
LMS-2342-5,310178
LMS-2342-5,105837
LMS-2342-5,125582
LMS-2342-5,827068
LMS-2342-5,585636
LMS-2342-5,979055
LMS-2342-5,586385
LMS-2241-12,186822
LMS-2241-12,767923
LMS-2241-12,381039
LMS-2241-12,881452
LMS-2241-12,973116
LMS-2242-11,874096
LMS-2242-11,186822
LMS-2242-11,881170
LMS-2242-11,381039
LMS-2242-11,802908
LMS-2242-11,858377
LMS-2017-3,741805
LMS-2017-3,565077
LMS-1335-6,882290
LMS-1347-2,826221
LMS-2004-1,62771
LMS-1339-2,10006927
LMS-1338-2,826221
LMS-1714-3,447497
LMS-1335-6,108817
LMS-1888-8,882290
LMS-1529-205,599042
LMS-1999-3,54805
LMS-2017-3,
LMS-2193-385,694155
LMS-2193-385,480468
LMS-2193-385,368356
LMS-2193-386,324235
LMS-1714-3,66313
LMS-1996-7,66313
LMS-2193-228,285428
LMS-2193-228,194357
LMS-2193-228,206126
LMS-2193-228,304152
LMS-2193-228,923512
LMS-1888-8,54805
LMS-1929-2,54805
LMS-1355-2,10027044
LMS-1356-2,10027044
LMS-1714-3,10027044
LMS-2244-214,780960
LMS-2244-214,206126
LMS-2244-214,194357
LMS-2244-214,678821
LMS-2244-214,
LMS-1957-165,534879
LMS-1957-165,254112
LMS-1957-165,562006
LMS-1957-165,718863
LMS-1957-165,149221
LMS-1957-165,308488
LMS-1957-165,950405
LMS-1957-165,360845
LMS-1957-165,909324
LMS-1957-165,194357
LMS-1957-165,105724
LMS-1957-165,788642
LMS-1957-165,559849
LMS-1957-165,94967
LMS-1340-2,880207
LMS-1999-3,10010154
LMS-1335-6,702535
LMS-1888-8,426544
LMS-1355-2,10009002
LMS-1714-3,458079
LMS-1745-2,536683
LMS-1888-8,10010733
LMS-1356-2,10010212
LMS-2193-169,
LMS-1354-3,10020392
LMS-1349-2,144860
LMS-1338-2,66313
LMS-2193-387,552139
LMS-2193-387,401384
LMS-2193-387,319118
LMS-1714-3,475421
LMS-2244-380,512123
LMS-2244-380,223423
LMS-2244-380,968902
LMS-2244-381,647048
LMS-1340-2,62394
LMS-1354-3,62394
LMS-2244-382,376074
LMS-2244-382,970574
LMS-2244-382,317164
LMS-2244-382,967243
LMS-2244-383,552139
LMS-2244-383,552236
LMS-2244-383,805615
LMS-1356-2,10007359
LMS-2244-405,284621
LMS-2244-405,706091
LMS-2244-405,976540
LMS-2244-405,494716
LMS-2244-405,658030
LMS-2244-405,301607
LMS-1335-6,10027145
LMS-1714-3,138004
LMS-1320-373,100607
LMS-1714-3,10013612
LMS-1737-5,10013612
LMS-1929-2,859616
LMS-1997-3,10013612
LMS-1737-5,968242
LMS-1355-2,859616
LMS-1335-6,859616
LMS-1338-2,10027044
LMS-1888-8,10027044
LMS-1996-7,10027044
LMS-1737-5,458647
LMS-1570-1,776055
LMS-1354-3,10006791
LMS-1997-3,911459
LMS-1570-1,10007278
LMS-1929-2,10007278
LMS-1335-6,866635
LMS-1335-6,621867
LMS-1336-2,866635
LMS-1570-1,621867
LMS-1715-2,248579
LMS-2193-380,342829
LMS-1338-2,10006303
LMS-1345-2,978244
LMS-1737-5,87484
LMS-1999-3,87484
LMS-1336-2,167428
LMS-1996-7,555227
LMS-2001-1,624044
LMS-1737-5,624044
LMS-1354-3,10046659
LMS-1737-5,853558
LMS-2175-3,853558
LMS-1327-40,853558
LMS-1999-3,10006019
LMS-1354-3,974694
LMS-1336-2,501545
LMS-1714-3,624044
LMS-1728-29,814034
LMS-1728-29,
LMS-1570-1,10007289
LMS-1347-2,10011182
LMS-1354-3,10011182
LMS-1714-3,10011182
LMS-2168-221,665641
LMS-2168-221,884456
LMS-1354-3,336342
LMS-1355-2,760717
LMS-1714-3,790711
LMS-1998-3,10024388
LMS-1354-3,794377
LMS-1570-1,10007062
LMS-1335-6,10009138
LMS-2000-1,378749
LMS-1888-8,688828
LMS-2001-1,56078
LMS-1335-6,10021847
LMS-1335-6,691846
LMS-1336-2,691846
LMS-1347-2,854219
LMS-1737-5,10007093
LMS-1443-4,691846
LMS-1355-2,691846
LMS-1996-7,10007181
LMS-1714-3,691846
LMS-1714-3,774361
LMS-1338-2,788919
LMS-1355-2,10007343
LMS-2000-1,662133
LMS-1929-2,459505
LMS-1303-213,185772
LMS-1570-1,459505
LMS-1354-3,969547
LMS-2175-3,945754
LMS-1303-226,93043
LMS-1303-226,586815
LMS-1303-226,82423
LMS-1303-226,10006483
LMS-1564-216,333316
LMS-1564-216,287676
LMS-1306-81,355775
LMS-1306-81,264773
LMS-1306-81,10007344
LMS-1571-71,355775
LMS-1571-71,981009
LMS-1571-71,860117
LMS-1571-71,484810
LMS-1931-55,981009
LMS-1931-55,382169
LMS-1931-55,860117
LMS-1931-55,558467
LMS-1931-55,484810
LMS-1931-55,362963
LMS-2073-57,177674
LMS-2244-405,623181
LMS-1356-2,435150
LMS-1356-2,10042020
LMS-2002-1,477298
LMS-1335-6,828105
LMS-2193-450,115308
LMS-2193-450,905187
LMS-2193-450,961923
LMS-2193-438,658310
LMS-2193-438,438109
LMS-2193-438,943614
LMS-2193-438,806232
LMS-2193-438,49042
LMS-2193-438,410325
LMS-2193-438,872688
LMS-2193-438,492501
LMS-2193-438,103178
LMS-1356-2,910122
LMS-2244-434,103178
LMS-2244-434,756502
LMS-2244-434,975840
LMS-2244-434,166347
LMS-2244-434,410325
LMS-2244-434,569294
LMS-2244-434,108236
LMS-2244-462,970062
LMS-2244-462,709512
LMS-2244-462,506642
LMS-2244-462,545011
LMS-2193-467,506642
LMS-2193-467,545011
LMS-2193-467,498439
LMS-2193-467,862248
LMS-1356-2,943466
LMS-2193-472,241129
LMS-2193-472,986360
LMS-2193-472,749155
LMS-2193-472,875730
LMS-1340-2,380602
LMS-1996-7,380602
LMS-1999-3,380602
LMS-1338-2,10035925
LMS-2244-125,20882
LMS-2244-125,385668
LMS-2244-125,656144
LMS-2244-125,548119
LMS-2244-125,
LMS-1888-8,732850
LMS-2244-188,51186
LMS-2244-188,638797
LMS-2244-188,190602
LMS-1957-155,279629
LMS-1957-155,892116
LMS-1957-156,91413
LMS-1335-6,30337
LMS-1342-2,634797
LMS-1340-2,634797
LMS-1336-2,
LMS-1356-2,915362
LMS-1571-71,909873
LMS-1571-71,609852
LMS-1355-2,466438
LMS-1323-134,985430
LMS-1338-2,10011070
LMS-1323-134,841946
LMS-2244-143,359163
LMS-2244-143,446205
LMS-1997-3,788919
LMS-2244-143,535523
LMS-1336-2,318418
LMS-1929-2,604152
LMS-1728-31,186822
LMS-2193-464,735736
LMS-2244-459,223956
LMS-2244-459,907307
LMS-2244-459,840401
LMS-2244-459,437615
LMS-2244-459,502588
LMS-2244-459,919005
LMS-2193-495,511503
LMS-1443-4,348997
LMS-1888-8,10014462
LMS-1888-8,456276
LMS-1327-40,748980
LMS-1355-2,748980
LMS-1327-40,446171
LMS-2193-518,989429
LMS-2244-367,581582
LMS-2244-367,181188
LMS-2244-367,583614
LMS-2244-367,488106
LMS-2244-367,827406
LMS-2244-367,748663
LMS-2244-368,389130
LMS-2244-368,651498
LMS-2244-368,744390
LMS-2244-369,828748
LMS-2244-370,825356
LMS-2244-370,752148
LMS-2244-370,682109
LMS-2244-370,594915
LMS-2244-370,836918
LMS-2244-370,502923
LMS-2244-370,827050
LMS-2244-370,683226
LMS-2244-370,352149
LMS-2244-370,936906
LMS-2244-371,694263
LMS-2244-371,754856
LMS-2244-371,474879
LMS-2244-371,651531
LMS-2244-372,830613
LMS-2244-372,519663
LMS-2244-372,520186
LMS-2244-372,746829
LMS-2244-372,519829
LMS-2244-372,856262
LMS-2244-372,927617
LMS-2244-372,620176
LMS-2244-534,142133
LMS-2244-534,380048
LMS-2244-534,269995
LMS-2244-534,362653
LMS-2244-534,240453
LMS-2244-534,248928
LMS-2244-534,515520
LMS-2244-534,517038
LMS-2193-547,746178
LMS-2193-547,554772
LMS-2193-547,33035
LMS-2193-547,669574
LMS-2193-547,798114
LMS-2193-547,795699
LMS-2193-547,892781
LMS-2244-540,554961
LMS-2244-540,516357
LMS-2244-540,669574
LMS-2244-540,798114
LMS-2244-540,795699
LMS-2244-540,795724
LMS-2244-540,670839
LMS-1335-6,835504
LMS-2193-144,820844
LMS-2244-234,115968
LMS-2244-234,820844
LMS-2193-145,136287
LMS-2193-145,545097
LMS-2244-235,577649
LMS-2244-235,378054
LMS-2244-235,295668
LMS-2193-244,190912
LMS-2244-264,708970
LMS-2193-244,201653
LMS-2193-540,388856
LMS-2193-540,903226
LMS-2193-540,896985
LMS-2193-540,70864
LMS-2193-540,690452
LMS-2193-540,564986
LMS-2193-540,153159
LMS-2193-540,715578
LMS-2193-540,892325
LMS-2193-540,176981
LMS-2193-540,598960
LMS-2193-540,690295
LMS-2244-533,290212
LMS-2244-533,711803
LMS-2244-533,690452
LMS-2244-533,564986
LMS-2244-533,153159
LMS-2244-533,831387
LMS-2244-533,270018
LMS-2244-533,67054
LMS-2244-533,269958
LMS-2244-533,598960
LMS-2244-533,65532
LMS-2244-533,831346
LMS-2193-550,940011
LMS-2193-550,659109
LMS-2244-543,940011
LMS-2244-543,656745
LMS-2244-543,688891
LMS-2244-525,827794
LMS-2244-525,111790
LMS-2244-525,668772
LMS-2244-525,80046
LMS-2193-245,590081
LMS-2244-265,764346
LMS-2244-265,471484
LMS-2244-265,345577
LMS-2244-265,233734
LMS-2244-265,96904
LMS-1340-2,589665
LMS-2244-265,794936
LMS-2244-265,599578
LMS-2244-265,26837
LMS-2193-245,384333
LMS-2193-245,669130
LMS-2193-245,462421
LMS-2193-253,296337
LMS-2193-253,249484
LMS-2193-253,296122
LMS-2193-253,585989
LMS-2193-253,756668
LMS-2193-253,808649
LMS-2193-253,868578
LMS-2244-266,296337
LMS-2244-266,167861
LMS-2244-266,60297
LMS-2244-266,249380
LMS-2244-266,455919
LMS-2002-1,761951
LMS-1335-6,241798
LMS-2193-351,787897
LMS-2193-351,265680
LMS-2193-351,555430
LMS-2193-351,313747
LMS-2193-351,279025
LMS-2193-351,713144
LMS-2193-554,575175
LMS-2193-554,928377
LMS-1888-8,651774
LMS-1714-3,651774
LMS-2244-160,42877
LMS-2244-160,523031
LMS-2244-160,614063
LMS-2193-168,815971
LMS-2244-161,851315
LMS-2244-161,55346
LMS-2244-161,271434
LMS-2244-161,416557
LMS-1920-2,209705
LMS-1737-5,552996
LMS-1336-2,937942
LMS-2244-163,945779
LMS-2244-163,632281
LMS-2244-163,967497
LMS-2244-163,414854
LMS-2244-163,895154
LMS-2244-163,617721
LMS-2244-163,236852
LMS-2244-163,34890
LMS-1345-2,10031854
LMS-1327-40,10031854
LMS-2193-168,210880
LMS-2193-168,422819
LMS-2193-168,207779
LMS-2193-168,487638
LMS-2193-168,439665
LMS-1996-7,10031854
LMS-1998-3,10031854
LMS-1303-229,278423
LMS-1303-229,455206
LMS-1303-229,20778
LMS-1303-229,450701
LMS-1303-229,501588
LMS-1303-229,508082
LMS-2193-184,693938
LMS-2193-184,274271
LMS-2193-184,72363
LMS-2193-184,504827
LMS-2193-184,674981
LMS-2193-184,856085
LMS-2193-184,354150
LMS-2193-184,
LMS-1564-220,455206
LMS-1564-220,508082
LMS-1564-220,500101
LMS-1564-220,49002
LMS-2193-205,116331
LMS-2193-205,366767
LMS-2193-9,550047
LMS-2193-9,850450
LMS-2193-9,223170
LMS-2193-9,256018
LMS-2193-9,330362
LMS-2193-608,409707
LMS-2193-608,973323
LMS-2193-608,161215
LMS-2244-592,409707
LMS-2244-592,842787
LMS-2244-592,955569
LMS-2244-592,498485
LMS-2193-611,956138
LMS-2193-611,394196
LMS-2193-611,484456
LMS-2244-593,394196
LMS-2244-593,18308
LMS-2244-593,836735
LMS-2244-593,955066
LMS-2193-609,153500
LMS-2193-609,798832
LMS-2193-609,92602
LMS-2193-609,139535
LMS-2244-594,139535
LMS-2244-620,258585
LMS-2244-620,544007
LMS-2244-620,985325
LMS-2244-620,741862
LMS-2244-620,238774
LMS-2244-620,54782
LMS-2244-620,456595
LMS-2244-620,48977
LMS-1737-5,10048206
LMS-1996-7,10048206
LMS-1999-3,10048206
LMS-1356-2,201327
LMS-2244-557,436558
LMS-2244-557,688166
LMS-2244-557,804264
LMS-1996-7,659995
LMS-1570-1,659995
LMS-1929-2,659995
LMS-2193-585,480627
LMS-1320-344,807065
LMS-1320-344,514502
LMS-1320-344,698343
LMS-1320-344,76301
LMS-2193-499,763632
LMS-2193-499,619122
LMS-2193-499,763530
LMS-2193-499,987078
LMS-2193-499,472905
LMS-2193-499,612003
LMS-2193-499,492263
LMS-2193-499,102658
LMS-2244-495,79104
LMS-2244-495,569869
LMS-2244-495,619122
LMS-2244-495,590573
LMS-2244-495,346331
LMS-2244-495,612003
LMS-2244-494,588649
LMS-2244-494,872655
LMS-2244-494,592429
LMS-2244-494,872029
LMS-2244-494,150579
LMS-1888-8,752713
LMS-2193-500,472951
LMS-2193-528,389303
LMS-2193-528,582576
LMS-2193-640,941787
LMS-2193-528,583426
LMS-2244-522,389303
LMS-1920-2,927560
LMS-2244-522,582576
LMS-2175-3,927560
LMS-2244-522,583426
LMS-2193-641,638803
LMS-1997-3,153917
LMS-1775-3,872750
LMS-1715-2,636996
LMS-1354-3,784563
LMS-2193-635,420547
LMS-2193-635,959624
LMS-2244-617,761217
LMS-2244-617,456344
LMS-2244-617,46612
LMS-2244-617,887275
LMS-2244-617,76049
LMS-2193-498,112794
LMS-2193-610,865378
LMS-2193-610,322666
LMS-2193-610,809754
LMS-2193-610,22621
LMS-2193-610,528932
LMS-2244-595,865378
LMS-2244-595,472871
LMS-2244-595,322666
LMS-2244-595,809754
LMS-1888-8,
LMS-1888-8,
LMS-1737-5,
LMS-2193-615,780279
LMS-2193-615,149911
LMS-2193-651,358809
LMS-2193-651,
LMS-2193-616,318347
LMS-2193-616,332728
LMS-2193-616,694366
LMS-2193-616,956122
LMS-2244-600,694366
LMS-2193-651,867218
LMS-2193-617,304645
LMS-2193-617,169593
LMS-2193-617,120275
LMS-2244-601,291548
LMS-2244-601,207018
LMS-2193-618,513969
LMS-2193-618,122232
LMS-2193-618,200753
LMS-2193-618,334375
LMS-2193-618,384049
LMS-2193-618,834915
LMS-2193-618,538382
LMS-2244-602,200753
LMS-2244-602,55838
LMS-2193-619,326268
LMS-2244-603,433565
LMS-2193-620,863405
LMS-2193-620,344729
LMS-2193-620,97932
LMS-2244-604,97932
LMS-2244-604,731063
LMS-2244-604,530374
LMS-2193-621,285673
LMS-2193-621,908222
LMS-2168-180,238228
LMS-1957-163,8069
LMS-1957-163,997441
LMS-2241-9,182007
LMS-1929-2,491090
LMS-1356-2,10011051
LMS-2003-1,901186
LMS-1714-3,10011684
LMS-2193-621,210460
LMS-2244-605,529976
LMS-2244-605,152981
LMS-2244-605,678022
LMS-2244-605,104924
LMS-2193-622,277170
LMS-2193-622,370457
LMS-2193-622,436230
LMS-2193-622,220457
LMS-2193-622,85053
LMS-2193-622,487978
LMS-2244-606,648270
LMS-2244-606,370457
LMS-2244-606,220457
LMS-2244-644,461571
LMS-2193-623,285325
LMS-2244-607,193331
LMS-2244-607,763101
LMS-2244-607,310201
LMS-1340-2,5157
LMS-1338-2,602741
LMS-1998-3,963926
LMS-1999-3,963926
LMS-1342-2,903223
LMS-1714-3,309157
LMS-1775-3,903223
LMS-1745-2,143639
LMS-1714-3,332925
LMS-2000-1,332925
LMS-2002-1,332925
LMS-2244-643,409803
LMS-2193-650,779527
LMS-2193-650,960300
LMS-2193-650,409803
LMS-2193-650,634484
LMS-2193-650,979993
LMS-1487-32,702139
LMS-1745-2,732895
LMS-1996-7,702139
LMS-1998-3,702139
LMS-1999-3,702139
LMS-1338-2,741373
LMS-1356-2,243991
LMS-1443-4,648194
LMS-1714-3,243991
LMS-1326-4,628942
LMS-1775-3,628942
LMS-2175-3,628942
LMS-1714-3,430516
LMS-1335-6,238699
LMS-2001-1,978798
LMS-1347-2,10010154
LMS-1933-12,607607
LMS-1356-2,694728
LMS-1338-2,694728
LMS-2001-1,791831
LMS-2001-1,791831
LMS-1775-3,916260
LMS-1920-2,916260
LMS-1714-3,311835
LMS-1775-3,666254
LMS-1340-2,454607
LMS-1714-3,68527
LMS-1745-2,996631
LMS-1745-2,271681
LMS-1345-2,
LMS-2001-1,1128
LMS-1888-5,922352
LMS-2000-1,399096
LMS-2002-1,105724
LMS-1999-1,584934
LMS-2002-1,304702
LMS-2000-1,455684
LMS-2000-1,584934
LMS-2004-1,816210
LMS-1888-5,584934
LMS-1888-5,660544
LMS-2002-1,419084
LMS-2000-1,660544
LMS-1737-1,660544
LMS-2003-1,514025
LMS-1349-1,703908
LMS-1888-5,419084
LMS-1335-5,346408
LMS-2001-1,896282
LMS-1997-1,618893
LMS-1996-4,618893
LMS-1714-2,551533
LMS-1344-2,880939
LMS-2002-1,
LMS-2002-1,
LMS-1327-18,543785
LMS-1888-5,345377
LMS-1737-1,872198
LMS-1335-5,932224
LMS-2001-1,451693
LMS-1737-1,
LMS-1888-5,773052
LMS-2003-1,
LMS-2004-1,
LMS-1888-5,473307
LMS-1996-4,881092
LMS-1355-1,880939
LMS-2002-1,146329
LMS-1714-2,716449
LMS-1737-1,716449
LMS-1335-5,198693
LMS-1714-2,537442
LMS-1335-5,4561
LMS-2001-1,638985
LMS-2001-1,620020
LMS-1344-2,284380
LMS-1997-1,962132
LMS-2000-1,595634
LMS-1737-1,31490
LMS-1336-1,377759
LMS-1338-1,377759
LMS-1354-2,377759
LMS-1714-2,377759
LMS-1996-4,192336
LMS-1354-2,673646
LMS-1356-1,488144
LMS-1888-5,283512
LMS-1335-5,562657
LMS-1354-2,543917
LMS-1775-2,779254
LMS-1888-5,984445
LMS-1715-1,562657
LMS-1327-18,562657
LMS-1327-18,308700
LMS-1714-2,984445
LMS-1714-2,937942
LMS-1714-2,424374
LMS-1335-5,295831
LMS-2002-1,378611
LMS-1354-2,
LMS-1354-2,
LMS-1354-2,
LMS-1356-1,295831
LMS-2001-1,656902
LMS-2000-1,656902
LMS-1715-1,295831
LMS-1888-5,384016
LMS-2000-1,978793
LMS-2002-1,384016
LMS-2000-1,472765
LMS-2000-1,700970
LMS-2001-1,384016
LMS-1335-5,111168
LMS-2000-1,111879
LMS-1714-2,4561
LMS-2001-1,111879
LMS-1354-2,289922
LMS-2002-1,111168
LMS-2002-1,471584
LMS-1996-4,771650
LMS-1888-5,143352
LMS-2003-1,978793
LMS-2004-1,978793
LMS-2004-1,896282
LMS-1737-1,451693
LMS-1355-1,708377
LMS-1714-2,751396
LMS-1737-1,676252
LMS-2000-1,128702
LMS-1920-1,708377
LMS-1929-1,708377
LMS-2001-1,901722
LMS-1737-1,162849
LMS-2002-1,119496
LMS-1714-2,345649
LMS-2001-1,502903
LMS-1714-2,744323
LMS-2001-1,959592
LMS-2004-1,502903
LMS-1356-1,31490
LMS-1335-5,198025
LMS-1570-1,140807
LMS-1888-5,959592
LMS-1888-5,111746
LMS-1335-5,391872
LMS-1888-5,448902
LMS-2001-1,562039
LMS-2002-1,562039
LMS-1354-2,571479
LMS-1888-5,559107
LMS-2001-1,556758
LMS-1996-4,
LMS-2002-1,422612
LMS-1997-1,562403
LMS-1929-1,6531
